,Gap,AM,CBD,porous,x,y,z,res,tliq,tsol,"CC,AM","CC,CBD",Active_Surface,porocal,pressure,sigma,tliq_racine,tsol_racine
331,21,95,5,43,50,50,"93,1",1,"6,567","2,038","35,53","16,35","56,3","0,36112388868426","100,432501272057","0,061534586788136","2,56261585103971","1,42758537397943"
332,21,96,4,43,50,50,94,1,"5,805","2,033","38,11","13,43","57,2","0,36955890201283","100,432501272057","0,071237969225212","2,40935676063135","1,42583308981101"
333,31,93,7,43,50,50,"91,8",1,"9,058","1,982","31,67","21,58","52,3","0,34763533949312","75,7558725119257","0,042945898089291","3,0096511425745","1,40783521763025"
334,31,94,6,43,50,50,"92,6",1,"7,46","2,012","35,1","18,63","54,5","0,35607035282169","75,7558725119257","0,053410552923254","2,73130005674953","1,41844985811977"
335,31,95,5,43,50,50,"93,5",1,"6,321","2,05","35,75","15,45","56,7","0,36450536615026","75,7558725119257","0,06452800264549","2,51415989944952","1,43178210632764"
336,31,96,4,43,50,50,"94,3",1,"5,363","2,082","35,87","13,43",59,"0,37294037947883","75,7558725119257","0,07781470905031","2,31581519124476","1,44291371883422"
337,41,93,7,43,50,50,"92,2",1,"8,094","2,023","32,92","20,34","54,05","0,35218405735912","56,7729093620084","0,048689641732747","2,8449956063235","1,42232204510793"
338,41,94,6,43,50,50,"93,1",1,"6,855","2,067","36,53","17,33","56,3","0,36061907068769","56,7729093620084","0,058866920510507","2,61820549231721","1,43770650690605"
339,41,95,5,43,50,50,"93,9",1,"6,218","2,072","35,32","16,01","57,2","0,36905408401626","56,7729093620084","0,066415490513701","2,49359178696113","1,43944433723573"
340,41,96,4,43,50,50,"94,7",1,"5,238","2,088","36,81","13,05","59,5","0,37748909734483","56,7729093620084","0,080643432594285","2,28866773473128","1,44499134945508"
341,51,93,7,43,50,50,"92,8",1,"7,897","2,049","29,22","21,48","54,7","0,35790001562512","42,1699061133102","0,050714210141131","2,81016013778575","1,43143284858215"
342,51,94,6,43,50,50,"93,6",1,"6,517","2,086","33,43","18,16","56,91","0,36633502895369","42,1699061133102","0,062901472671349","2,55284155403347","1,44429913799046"
343,51,95,5,43,50,50,"94,5",1,"5,634","2,117","33,8","15,81","59,2","0,37477004228226","42,1699061133102","0,074435157492696","2,3736048533823","1,45499140890934"
344,51,96,4,43,50,50,"95,3",1,"4,851","2,151","35,56","13,06","61,6","0,38320505561083","42,1699061133102","0,08839547664987","2,20249858115732","1,46662878738964"
345,61,93,7,43,50,50,"93,5",1,"6,944","2,108","33,08","20,23","56,8","0,36478321429112","30,9362698154691","0,058783470160104","2,6351470547201","1,45189531303052"
346,61,94,6,43,50,50,"94,3",1,"6,012","2,152","31,9","18,49","59,09","0,37321822761969","30,9362698154691","0,069466266917238","2,45193800900431","1,46696966567138"
347,61,95,5,43,50,50,"95,2",1,"5,134","2,187","36,01","15,16","61,4","0,38165324094826","30,9362698154691","0,083184646790242","2,26583318009071","1,47885090526395"
348,61,96,4,43,50,50,96,1,"4,51","2,217","37,55","12,26","63,88","0,39008825427683","30,9362698154691","0,09678686397689","2,12367605815953","1,48895936814945"
349,71,93,7,43,50,50,"94,3",1,"6,261","2,177","31,85","19,45",59,"0,37283365335712","22,2945827376124","0,066634859943558","2,5021990328509","1,47546602807384"
350,71,94,6,43,50,50,"95,1",1,"5,404","2,217","33,64","17,15","61,4","0,38126866668569","22,2945827376124","0,07894885973747","2,32465051136725","1,48895936814945"
351,71,95,5,43,50,50,96,1,"4,993","2,22","32,58","15,25","62,48","0,38970368001426","22,2945827376124","0,087337956726609","2,23450218169506","1,48996644257513"
352,71,96,4,43,50,50,"96,8",1,"4,297","2,242","37,05","12,11","64,9","0,39813869334283","22,2945827376124","0,103680986234728","2,0729206448873","1,49733095873958"
353,81,93,7,43,50,50,"95,2",1,"5,623","2,244","32,17","19,13","61,5","0,38205133282312","15,6468015943021","0,076029777952885","2,37128657061942","1,49799866488592"
354,81,94,6,43,50,50,96,1,"4,885","2,299","30,89","17,6","63,9","0,39048634615169","15,6468015943021","0,08944815175921","2,21020361053003","1,51624536272992"
355,81,95,5,43,50,50,"96,9",1,"4,538","2,295","31,78","15,41","65,08","0,39892135948026","15,6468015943021","0,098367783441695","2,13025820031282","1,51492574075431"
356,81,96,4,43,50,50,"97,7",1,"4,007","2,328","32,83","12,73","67,59","0,40735637280883","15,6468015943021","0,113758867275538","2,00174923504419","1,52577848982085"
357,91,93,7,43,50,50,"96,2",1,"5,116","2,334","29,88","18,8","64,2","0,39243625268912","10,5328702830664","0,085835841821565","2,26185764361951","1,52774343395742"
358,91,94,6,43,50,50,"97,1",1,"4,469","2,387","31,65","16,12","66,7","0,40087126601769","10,5328702830664","0,100374792274289","2,11400094607358","1,54499190936393"
359,91,95,5,43,50,50,"97,9",1,"4,176","2,398","32,05","14,25","67,9","0,40930627934626","10,5328702830664","0,109677616520226","2,04352636391117","1,54854770672395"
360,91,96,4,43,50,50,"98,8",1,"3,709","2,431","33,39","11,94","70,5","0,41774129267483","10,5328702830664","0,126031951065822","1,92587642386525","1,55916644396934"
361,1,93,7,44,50,50,"89,4",1,"11,73","1,908","33,15","21,79","49,6","0,33382997100689","174,20989644446","0,031846183934928","3,42490875790874","1,38130373198656"
362,1,94,6,44,50,50,"90,2",1,"9,023","1,94","35,3","19,49","51,7","0,34226498433546","174,20989644446","0,042446472068201","3,00383088738364","1,39283882771841"
363,1,95,5,44,50,50,"91,1",1,"7,449","1,98","36,6","16,66","53,9","0,35069999766403","174,20989644446","0,052682681888314","2,72928562081729","1,40712472794703"
364,1,96,4,44,50,50,"91,9",1,"6,667","1,971","39,86","13,51","54,7","0,3591350109926","174,20989644446","0,060277797705223","2,5820534463872","1,40392307481571"
365,11,93,7,44,50,50,"89,6",1,"10,81","1,915","34,16","21,38","49,8","0,33559684595489","132,510528403874","0,034739395987375","3,28785644455472","1,3838352503098"
366,11,94,6,44,50,50,"90,4",1,"9,007","1,94","34,16","19,2","51,9","0,34403185928346","132,510528403874","0,042741384538491","3,00116643990299","1,39283882771841"
367,11,95,5,44,50,50,"91,2",1,"7,496","1,974","35,41","17,08","54,09","0,35246687261203","132,510528403874","0,052616119324021","2,73788239338362","1,40499110317468"
368,11,96,4,44,50,50,"92,1",1,"6,13","2,004","39,83","13,2","56,3","0,3609018859406","132,510528403874","0,065880784725535","2,47588368062799","1,41562706953491"
369,21,93,7,44,50,50,"89,9",1,"10,78","1,924","34,36","21,65","50,1","0,33853096130289","100,432501272057","0,035140644313352","3,2832910318764","1,38708327075198"
370,21,94,6,44,50,50,"90,7",1,"8,834","1,956","36,46","18,34","52,2","0,34696597463146","100,432501272057","0,043950070818724","2,97220456900261","1,39857069896377"
371,21,95,5,44,50,50,"91,5",1,"7,302","1,99","36,36","16,33","54,4","0,35540098796003","100,432501272057","0,054463668245313","2,70222130847938","1,41067359796659"
372,21,96,4,44,50,50,"92,4",1,"6,049","2,018","37,91","13,72","56,6","0,3638360012886","100,432501272057","0,06730575061034","2,45947148794207","1,42056326856638"
373,31,93,7,44,50,50,"90,3",1,"9,582","1,969","32,75","21,85","51,78","0,34263231705089","75,7558725119257","0,040013104026294","3,09548057658258","1,40321060429288"
374,31,94,6,44,50,50,"91,1",1,"7,975",2,"34,66","18,82","53,9","0,35106733037946","75,7558725119257","0,049259478707789","2,82400424928859","1,4142135623731"
375,31,95,5,44,50,50,92,1,"7,047","2,001","34,03","16,85","54,8","0,35950234370803","75,7558725119257","0,057085727630096","2,65461861667547","1,41456707158056"
376,31,96,4,44,50,50,"92,8",1,"5,887","2,03","38,76","13,32","57,01","0,3679373570366","75,7558725119257","0,06993747282554","2,42631407694882","1,4247806848775"
377,41,93,7,44,50,50,"90,8",1,"9,068","1,99","33,13","21,16","52,3","0,34790091319889","56,7729093620084","0,042931310307627","3,01131200641846","1,41067359796659"
378,41,94,6,44,50,50,"91,6",1,"7,472","2,013","36,36","18,27","54,5","0,35633592652746","56,7729093620084","0,053364547883328","2,73349593012318","1,41880231181092"
379,41,95,5,44,50,50,"92,5",1,"6,312","2,058","34,53","16,25","56,7","0,36477093985603","56,7729093620084","0,064667091523907","2,51236939959075","1,43457310723434"
380,41,96,4,44,50,50,"93,3",1,"5,399","2,075","36,89","13,26",59,"0,3732059531846","56,7729093620084","0,077350891204588","2,32357483202069","1,44048602908879"
381,51,93,7,44,50,50,"91,4",1,"8,074","2,032","34,17","20,53","54,3","0,35433674974689","42,1699061133102","0,049108598336236","2,84147848839297","1,42548237449644"
382,51,94,6,44,50,50,"92,3",1,"6,699","2,073","32,65","19,03","56,5","0,36277176307546","42,1699061133102","0,060597343317128","2,58824264704838","1,43979165159408"
383,51,95,5,44,50,50,"93,1",1,"5,722","2,115","36,79","15,74","58,8","0,37120677640403","42,1699061133102","0,072593565675657","2,39207023308263","1,4543039572249"
384,51,96,4,44,50,50,94,1,"5,259","2,1","35,31","13,44","59,77","0,3796417897326","42,1699061133102","0,08077945668583","2,29325096751315","1,44913767461894"
385,61,93,7,44,50,50,"92,2",1,"7,212","2,093","32,41","20,15","56,41","0,36193982669489","30,9362698154691","0,056157884923958","2,68551671005786","1,44672042910854"
386,61,94,6,44,50,50,93,1,"6,018","2,137","33,83","17,7","58,7","0,37037484002346","30,9362698154691","0,068868302756107","2,45316122584717","1,46184814532837"
387,61,95,5,44,50,50,"93,9",1,"5,569","2,135","33,36","15,71","59,7","0,37880985335203","30,9362698154691","0,076115680714836","2,3598728779322","1,46116391962025"
388,61,96,4,44,50,50,"94,7",1,"4,853","2,162","35,56","12,85","62,08","0,3872448666806","30,9362698154691","0,089290543131175","2,20295256417382","1,47037410205702"
389,71,93,7,44,50,50,"93,1",1,"6,313","2,163","31,08","19,92","58,78","0,37071014404289","22,2945827376124","0,065709591507048","2,51256840702895","1,47071411225976"
390,71,94,6,44,50,50,"93,9",1,"5,762","2,163","31,28","18,59","59,8","0,37914515737146","22,2945827376124","0,073631279260442","2,40041663050396","1,47071411225976"
391,71,95,5,44,50,50,"94,8",1,"5,033","2,21","34,78","14,94","62,2","0,38758017070003","22,2945827376124","0,08617170892377","2,24343486644921","1,48660687473185"
392,71,96,4,44,50,50,"95,6",1,"4,397","2,243","34,26","13,04","64,61","0,3960151840286","22,2945827376124","0,100782576967933","2,09690247746527","1,49766484902331"
393,81,93,7,44,50,50,"94,1",1,"5,736","2,249","30,39","19,22","61,29","0,38064770179089","15,6468015943021","0,07425815521339","2,39499478078763","1,4996666296214"
394,81,94,6,44,50,50,"94,9",1,"5,222","2,247","31,92","17,15","62,4","0,38908271511946","15,6468015943021","0,083374867525599","2,28516957795259","1,49899966644426"
395,81,95,5,44,50,50,"95,8",1,"4,579","2,285","30,72","15,14","64,85","0,39751772844803","15,6468015943021","0,097143991730366","2,13985980849214","1,5116216457831"
396,81,96,4,44,50,50,"96,6",1,"4,05","2,326","35,07","11,94","67,39","0,4059527417766","15,6468015943021","0,112163239024201","2,01246117974981","1,52512294586371"
397,91,93,7,44,50,50,"95,2",1,"5,145","2,343","29,26","19,5","64,1","0,39175249993889","10,5328702830664","0,085203313397788","2,26825924444275","1,53068612066615"
398,91,94,6,44,50,50,96,1,"4,495","2,374","31,11","15,92","66,6","0,40018751326746","10,5328702830664","0,09962398828616","2,12014150471142","1,54077902374091"
399,91,95,5,44,50,50,"96,9",1,"4,187","2,399","34,29","14,08","67,8","0,40862252659603","10,5328702830664","0,10920673686672","2,04621601987669","1,54887055624413"
400,91,96,4,44,50,50,"97,7",1,"3,707","2,435","32,53","12,21","70,4","0,4170575399246","10,5328702830664","0,125893549278562","1,92535710973315","1,56044865343272"
401,1,93,7,41,50,50,"94,5",1,"7,874","2,037","33,38","20,63","54,4","0,35531794287158","174,20989644446","0,050495399806109","2,8060648602625","1,42723508925475"
402,1,94,6,41,50,50,"95,4",1,"6,689","2,076","32,5","18,58","56,64","0,36375295620015","174,20989644446","0,060852079232765","2,58631011288283","1,44083309234623"
403,1,95,5,41,50,50,"96,2",1,"5,682","2,107","35,5","15,63","58,93","0,37218796952872","174,20989644446","0,073297841939922","2,38369461131245","1,45155089473294"
404,1,96,4,41,50,50,"97,1",1,"4,984","2,146","36,03","12,44","61,3","0,38062298285729","174,20989644446","0,085456885597373","2,23248740198013","1,4649232061784"
405,11,93,7,41,50,50,"94,5",1,"7,943","2,041","33,12","20,77","54,4","0,35492518297358","132,510528403874","0,050001420086546","2,81833284052824","1,42863571283935"
406,11,94,6,41,50,50,"95,3",1,"6,767","2,074","33,08","18,81","56,6","0,36336019630215","132,510528403874","0,060085718880169","2,60134580553989","1,44013888219158"
407,11,95,5,41,50,50,"96,2",1,"5,745","2,112","35,02","15,6","58,9","0,37179520963072","132,510528403874","0,072417552580814","2,39687296284138","1,4532721699668"
408,11,96,4,41,50,50,97,1,"4,949","2,141","36,88","13,04","61,25","0,38023022295929","132,510528403874","0,085972442815002","2,2246348014899","1,46321563687653"
409,21,93,7,41,50,50,"94,6",1,"7,951","2,042","32,92","20,6","54,5","0,35569966347558","100,432501272057","0,050060108593784","2,81975176212375","1,4289856542317"
410,21,94,6,41,50,50,"95,4",1,"6,722","2,079","33,29","18,62","56,7","0,36413467680415","100,432501272057","0,060616885353146","2,59268200904006","1,44187378088375"
411,21,95,5,41,50,50,"96,3",1,"5,619","2,107","34,8","15,55",59,"0,37256969013272","100,432501272057","0,074195672407637","2,37044299657258","1,45155089473294"
412,21,96,4,41,50,50,"97,1",1,"4,913","2,145","38,73","12,27","61,32","0,38100470346129","100,432501272057","0,086778803821124","2,2165288177689","1,46458185158768"
413,31,93,7,41,50,50,"94,8",1,"7,904","2,051","33,09","20,38","54,7","0,35764138437758","75,7558725119257","0,050632680809528","2,81140534252889","1,43213127889869"
414,31,94,6,41,50,50,"95,6",1,"6,676","2,087","31,23","19,4","56,9","0,36607639770615","75,7558725119257","0,061360019327918","2,58379565755499","1,44464528518249"
415,31,95,5,41,50,50,"96,5",1,"5,644","2,123","34,67","15,64","59,2","0,37451141103472","75,7558725119257","0,074251996624354","2,37571042006386","1,45705181788432"
416,31,96,4,41,50,50,"97,3",1,"4,852","2,154","38,52","12,56","61,6","0,38294642436329","75,7558725119257","0,088317611059877","2,20272558436134","1,46765118471659"
417,41,93,7,41,50,50,"95,1",1,"7,201","2,099","32,75","20,37","56,3","0,36075034567958","56,7729093620084","0,056058830275719","2,68346790552822","1,44879260075416"
418,41,94,6,41,50,50,"95,9",1,"6,482","2,096","32,81","18,78","57,3","0,36918535900815","56,7729093620084","0,063733171356082","2,5459772190654","1,44775688566831"
419,41,95,5,41,50,50,"96,8",1,"5,574","2,133","35,76","15,21","59,6","0,37762037233672","56,7729093620084","0,075808610808179","2,36093201935168","1,46047937335657"
420,41,96,4,41,50,50,"97,6",1,"4,789","2,162","34,77","13,33","61,99","0,38605538566529","56,7729093620084","0,090205883599804","2,18837839506791","1,47037410205702"
421,51,93,7,41,50,50,"95,5",1,"6,931","2,109","32,45","20,27","56,81","0,36502654738158","42,1699061133102","0,058933012050208","2,63267924366034","1,45223964964464"
422,51,94,6,41,50,50,"96,3",1,"6,002","2,153","32,62","17,23","59,1","0,37346156071015","42,1699061133102","0,06962737194846","2,44989795705862","1,46731046476197"
423,51,95,5,41,50,50,"97,2",1,"5,192","2,185","31,72","15,6","61,48","0,38189657403872","42,1699061133102","0,082307832501797","2,27859605898018","1,47817454990945"
424,51,96,4,41,50,50,98,1,"4,512","2,226","37,75","12,29","63,9","0,39033158736729","42,1699061133102","0,096804309898936","2,12414688757628","1,49197855212466"
425,61,93,7,41,50,50,96,1,"6,333","2,166","32,98","19,27","58,71","0,37046998948358","30,9362698154691","0,06545964285996","2,5165452509343","1,47173367155882"
426,61,94,6,41,50,50,"96,9",1,"5,804","2,176","33,3","17,11","59,8","0,37890500281215","30,9362698154691","0,073052153367815","2,40914922742449","1,47512711316686"
427,61,95,5,41,50,50,"97,7",1,"5,01","2,216","35,24","14,79","62,19","0,38734001614072","30,9362698154691","0,086513668275742","2,23830292855994","1,48862352527427"
428,61,96,4,41,50,50,"98,6",1,"4,425","2,249","34,14","12,72","64,6","0,39577502946929","30,9362698154691","0,100084126096302","2,10356839679626","1,4996666296214"
429,71,93,7,41,50,50,"96,7",1,"6,137","2,194","31,3","19,38","59,6","0,37708067198558","22,2945827376124","0,068755625216207","2,47729691397701","1,48121571690284"
430,71,94,6,41,50,50,"97,6",1,"5,302","2,235","32,98","17,54","61,99","0,38551568531415","22,2945827376124","0,081364023362228","2,30260721791625","1,49499163877261"
431,71,95,5,41,50,50,"98,4",1,"4,594","2,274","33,23","15,17","64,4","0,39395069864272","22,2945827376124","0,095957952063823","2,14336184532617","1,50797877969154"
432,71,96,4,41,50,50,"99,2",1,"4,117","2,312","35,03","12,34","66,9","0,40238571197129","22,2945827376124","0,109368377871235","2,02903918148467","1,52052622469986"
433,81,93,7,41,50,50,"97,5",1,"5,571","2,266","30,14","19,18","61,9","0,38485859488758","15,6468015943021","0,077303314966649","2,36029659153251","1,5053238854147"
434,81,94,6,41,50,50,"98,3",1,"4,832","2,311","30,01","17,45","64,3","0,39329360821615","15,6468015943021","0,09107937657158","2,19818106624545","1,5201973556088"
435,81,95,5,41,50,50,"99,2",1,"4,263","2,345","33,84","14,13","66,8","0,40172862154472","15,6468015943021","0,10545022930062","2,06470336852537","1,53133928311136"
436,81,96,4,41,50,50,100,1,"3,819","2,414","36,21","11,53","69,4","0,41016363487329","15,6468015943021","0,120181489244098","1,95422618956967","1,55370524875216"
437,91,93,7,41,50,50,"98,4",1,"5,089","2,351","30,57","18,82","64,4","0,39380375818958","10,5328702830664","0,08659194447124","2,25588120254591","1,53329710102119"
438,91,94,6,41,50,50,"99,2",1,"4,459","2,386","32,07","15,91","66,9","0,40223877151815","10,5328702830664","0,100943078118145","2,11163443805977","1,54466824917197"
439,91,95,5,41,50,50,100,1,"3,973","2,448","31,57","13,83","69,48","0,41067378484672","10,5328702830664","0,115666741818142","1,99323857076869","1,56460857724864"
440,91,96,4,41,50,50,101,1,"3,71","2,45","34,86","11,238","70,73","0,41910879817529","10,5328702830664","0,126410443438854","1,92613602842582","1,56524758424985"
